DISPLAY_NA,WARD_NAME,WARD_NO,date,EVI_mean,NDVI_mean
"3rd Cross Road, Stage II, Kengeri Satellite Town, Bengaluru",Kengeri,159,1/1/2000,2369.482804,3953.721401
"0 Thigalarapalya Main Road, Peenya 2nd Stage, Vaddarapalya, Ragavendra Industrial Estate, Karihobanahalli",Dodda Bidarakallu,40,1/1/2000,2091.271081,3442.268273
"Magadi Main Road, BEL Layout, 1st Stage, Bharat Nagar, Bengaluru",Herohalli,72,1/1/2000,1911.643313,3270.386687
"Tata Aquila Heights, HMT Estate, Jalahalli, Bengaluru",Jalahalli,16,1/1/2000,2246.307077,3794.631708
"300 43rd Main Road, Jawaregowda Nagar, Javarandoddi, RR Nagar, Bengaluru",Rajarajeshwari Nagar,160,1/1/2000,2441.941774,3959.599122
"0 7th D Main Road, Bandappa Garden, Mathikere, Bengaluru",J P Park,17,1/1/2000,2153.973557,3451.644787
"0 4th Cross Road, H Gurumurthy ReddyColony, Yeshwanthpur, Bengaluru",Yeshwanthpura,37,1/1/2000,1779.169649,2883.257038
"700 Ashwath Katte Road, Yeshwanthpur Suburb II Stage, Peenya, Peenya, Bengaluru",HMT Ward,38,1/1/2000,2034.478441,3391.49902
"Ramanjaneya Temple Road, Jenakal Siddeswara Nagar, Nandini Layout, Bengaluru",Lakshmi Devi Nagar,42,1/1/2000,1927.707206,3111.764835
"0 17th Main Road, Narasimhaswamy Nagar, Laggere, Bengaluru",Laggere,69,1/1/2000,1797.362155,2850.18813
"Service Road, Papreddy Palya, 2nd Stage, Nagarbhavi, Bengaluru",Kottegepalya,73,1/1/2000,1796.645308,2948.176289
"Kammagondana Halli Road, Srikrupa Layout, Abbigere, Abbigere, Bengaluru",Shettihalli,12,1/1/2000,2380.389608,3860.678048
"3rd Main, Shetty Halli, Jalahalli West, Bengaluru",Mallasandra,13,1/1/2000,2058.325622,3198.290616
"Manjunath Nagar Main Road, Vijayalakshmi Layout, Manjunatha Nagar, Bagalakunte, Bengaluru",Bagalakunte,14,1/1/2000,2219.725235,3530.808125
"0 1st Cross Road, Kalahasti Nagar, Prashanth Nagar, T. Dasarahalli, Bengaluru",T Dasarahalli,15,1/1/2000,2160.745063,3556.719783
"Andrahalli Main Road, Vidya Nagar, Peenya, Bengaluru",Chokkasandra,39,1/1/2000,2219.094848,3628.90667
"400 12th Cross Road, Peenya Industrial Area Phase IV, Peenya, Bengaluru",Peenya Industrial Area,41,1/1/2000,1853.112362,3092.903682
"2nd Main Road, Rajagopala Nagar, Peenya, Bengaluru",Rajagopal Nagar,70,1/1/2000,1697.827554,2723.272181
"6th Cross Road, Lakshman Nagar, State Bank of India Colony, Bengaluru",Hegganahalli,71,1/1/2000,1631.497419,2598.700488
"Sai Residency, Sannakki Bayalu, Vrishabha Nagar, Kamaksipalya, Bengaluru",Vrisabhavathi Nagar,102,1/1/2000,1626.845786,2671.404427
"0 5th Cross Road, Panchadeep Colony, Nandini Layout, Bengaluru",Nandini Layout,43,1/1/2000,1799.590895,2885.309602
"500 9th Cross, APMC Yard, Yeshwanthpur Industrial Suburb, Mahalakshmi Layout, Bengaluru",Marappana Palya,44,1/1/2000,1653.763282,2756.719584
"Samartha Infosolutions, 3rd Main Road, West of Chord Road 2nd Stage, Nagapura, Bengaluru",Nagapura,67,1/1/2000,1701.921259,2927.344544
"0 8th Cross Road, Satyanarayana Layout, Maruthi Nagar, Bengaluru",Mahalakshimpuram,68,1/1/2000,1623.296725,2644.149711
"Olety Heritage, 15th Main Road, Maruthi Nagar, Basaweshwara Nagar, Bengaluru",Shakthi Ganapathi Nagar,74,1/1/2000,1652.894669,2661.051827
"100 18th Main Road, JC Nagar, Kurubarahalli, Basaweshwara Nagar, Bengaluru",Shankar Matt,75,1/1/2000,1613.234573,2583.037167
"94, RMV 2nd Stage, Ashwath Nagar, Armane Nagar, Bengaluru",Aramane Nagara,35,1/1/2000,2347.945175,3854.949848
"500 MD Rajsikhar Road, Gokula Extension, Mathikere Extension, Mathikere, Bengaluru",Mattikere,36,1/1/2000,1886.232565,3035.086717
"18, Malleshwaram West, Bengaluru",Malleswaram,45,1/1/2000,2019.353451,3422.708079
"0 DB Street, M V Block, Guttahalli, Bengaluru",Rajamahal Guttahalli,64,1/1/2000,1799.957323,3027.577979
"49, Malleshwaram West, Bengaluru",Kadu Malleshwar Ward,65,1/1/2000,1653.967833,2861.136154
"2500 1st Main Road, E block, 2nd Stage, Rajaji Nagar, Bengaluru",Subramanya Nagar,66,1/1/2000,1755.382848,3080.417731
"0 2nd Cross Road, Srirampura, Bengaluru",Gayithri Nagar,76,1/1/2000,1532.426246,2635.393517
"400 8th Cross Road, RMV 2nd Stage, Dollars Colony, R.M.V. 2nd Stage, Bengaluru",Radhakrishna Temple Ward,18,1/1/2000,2138.125263,3381.350318
"0 6th B Cross Road, RMV, Stage 2, Sanjaynagar, Bengaluru",Sanjaya Nagar,19,1/1/2000,2230.313298,3565.774101
"Unnamed Road, Sanjaynagar, Bengaluru",Ganga Nagar,20,1/1/2000,2193.780451,3550.408034
"Siroya Environ, Chola Nagar, Anandnagar, Hebbal, Bengaluru",Hebbala,21,1/1/2000,1980.819446,3139.28134
"Bhuwana Siri Apartments, 10th A Cross Road, Kanaka Nagar, Hebbal, Bengaluru",Vishwanath Nagenahalli,22,1/1/2000,1982.279249,3050.343543
"557, Dinnur, Hebbal, Bengaluru",Manorayanapalya,33,1/1/2000,1887.635201,2927.357313
"Mandenda Nilayam, 5th Main Road, Ganga Nagar Extension, Ganga Nagar, Bengaluru",Gangenahalli,34,1/1/2000,2015.609706,3192.055791
"300 14th Cross Road, 2nd Block, RT Nagar, Bengaluru",Jayachamarajendra Nagar,46,1/1/2000,2200.038073,3384.839167
"400 Masjid Road, Kushal Nagar, Kadugondanahalli, Bengaluru",Kushal Nagar,31,1/1/2000,1577.292275,2423.509867
"1085, Shampura, Kaval Bairasandra, Bengaluru",Kaval Bairasandra,32,1/1/2000,2051.928787,3133.618794
"null4th Cross Road, Modi Garden, Kaval Bairasandra, Bengaluru",Devara Jeevanahalli,47,1/1/2000,2053.929028,3147.530728
"100 3rd Cross Road, Dubai Layout, Amar layout, Kaval Bairasandra, Bengaluru",Muneshwara Nagar,48,1/1/2000,1554.903157,2389.44916
"0 Davis Road, Sagayapura, Richards Town, Bengaluru",Sagayarapuram,60,1/1/2000,1933.288562,3065.313564
"Masjid e Taqwa, S K Garden, Wahid Garden, Benson Town, Bengaluru",S K Garden,61,1/1/2000,1991.024646,3137.899562
"0 Coles Road, Cleveland Town, Pulikeshi Nagar, Bengaluru",Pulikeshinagar,78,1/1/2000,1901.016248,3106.175372
"creative elegance, 2nd A Cross, Vyalikaval HBCS Layout, Nagavara, Bengaluru",Nagavara,23,1/1/2000,2036.776006,3202.478823
"SRI NILAYAM #574, 15th Main Road, 5th Block, Telecom Layout, HBR Layout, Bengaluru",HBR Layout,24,1/1/2000,2193.599192,3442.494648
"800 2nd Cross Road, HRBR Layout 1st Block, HRBR Layout, Kalyan Nagar, Bengaluru",Banasavadi,27,1/1/2000,1863.226647,2890.265208
"MM Buildings, Kammanahalli Main Road, Ramaswamipalya, Lingarajapuram, Bengaluru",Kammanahalli,28,1/1/2000,1776.507157,2755.608272
"300 3rd Cross Road, Indra Nagar, Kacharakanahalli, Bengaluru",Kacharkanahalli,29,1/1/2000,1808.395789,2787.741912
"0 5th Cross Road, Vinobha Nagar, Kadugondanahalli, Bengaluru",Kadugondanahalli,30,1/1/2000,1759.015374,2688.443013
"0 Lokesh Tent Main Road, Lingarajapura Village, Lingarajapuram, Bengaluru",Lingarajapura,49,1/1/2000,1763.919865,2724.560331
"Saijothi, 1st Cross Road, D Costa Layout, Cooke Town, Bengaluru",Maruthi Seva Nagar,59,1/1/2000,2046.690616,3258.196739
"Oxford Spires, Rustum Bagh Main Road, Rustam Bagh Layout, Bengaluru",Konena Agrahara,113,1/1/2000,2281.123452,3467.188175
"0 1st Cross Road, Sadanandanagar, Bennigana Halli, Bengaluru",Benniganahalli,50,1/1/2000,2098.211666,3405.701116
"C6/10, C6/10, 1st Phase, C V Raman Nagar, Bengaluru",C V Raman Nagar,57,1/1/2000,2468.539506,4056.878073
"Lalit Residency, 1st Cross Street, HAL 3rd Stage, Bhoomi Reddy Colony, New Tippasandra, Bengaluru",New Tippasandara,58,1/1/2000,2395.69494,3839.015437
"Saint Johns Church Cemetry Road, Kalhalli, Ulsoor, Bengaluru",Sarvagna Nagar,79,1/1/2000,2357.833683,3894.19761
"25/6, Indira Nagar 1st Stage, Stage 1, Indiranagar, Bengaluru",Hoysala Nagar,80,1/1/2000,2113.142646,3451.357355
"Pavan Enclave, 16th B Main Road, HAL 2nd Stage, Kodihalli, Bengaluru",Jeevanbhima Nagar,88,1/1/2000,1951.774208,3127.571276
"0 Doctor Ambedkar Veedhi, Ambedkar Veedhi, Sampangi Rama Nagar, Bengaluru",Sampangiram Nagar,110,1/1/2000,2156.960465,3605.453214
"0 3rd Cross Road, Munimarappa Garden, J.C.Nagar, Bengaluru",Ramaswamy Palya,62,1/1/2000,2132.046849,3403.630368
"1st Cross Road, Nandi Durga Road Extension, Jayamahal, Bengaluru",Jayamahal,63,1/1/2000,2067.38814,3406.452901
"Kensington Road, Ulsoor, Bengaluru",Halsoor,90,1/1/2000,1846.393589,3310.74446
"0 Fruit Street Road, 1st Block, Bharati Nagar, Shivaji Nagar, Bengaluru",Bharathi Nagar,91,1/1/2000,1512.385497,2526.166218
"Barkat Manzil, Sulthangunta, Shivaji Nagar, Bengaluru",Shivaji Nagar,92,1/1/2000,1301.076586,2159.759729
"0 Sankey Road, Abshot Layout, Vasanth Nagar, Bengaluru",Vasanth Nagar,93,1/1/2000,2283.802509,3795.740664
"0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru",Shantala Nagar,111,1/1/2000,1957.857382,3275.403324
"0 12th Cross Road, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru",Domlur,112,1/1/2000,2019.876318,3233.818197
"Intermediate Ring Road, Ejipura, Bengaluru",Agaram,114,1/1/2000,2712.709929,4304.951962
"100 Lower Agaram Road, Rose Garden, Vannarpet Layout, Viveka Nagar, Bengaluru",Vannarpet,115,1/1/2000,1901.292588,3007.312955
"Rose Garden 7th A Cross, Rose Garden, Richard Xavier's colony, Neelasandra, Bengaluru",Nilasandra,116,1/1/2000,1961.158573,3076.381337
"0 Hosur Road, Langford Town, Shanti Nagar, Bengaluru",Shanthi Nagar,117,1/1/2000,1940.970875,3180.929735
"0 4th Main Road, Lingayana Palya, Jogupalya, Bengaluru",Jogupalya,89,1/1/2000,1949.803748,3156.11783
"0 DK Lane, Anchepet, Chickpet, Bengaluru",Chickpete,109,1/1/2000,1074.124453,1850.086328
"200 12th Main Road, Keshava Nagar, Binnipete, Bengaluru",Cottonpete,120,1/1/2000,1300.346094,2192.029602
"0 5th A Cross Road, Mariyappanapalya, Binnipete, Bengaluru",Binnipete,121,1/1/2000,1430.823185,2336.741515
"U/65/1, Malleshwaram West, Bengaluru",Dattatreya Temple,77,1/1/2000,1548.258856,2678.487206
"24, RK Puram, Gandhi Nagar, Bengaluru",Gandhinagar,94,1/1/2000,1695.788484,2859.4744
"Bangalore City Junction Railway, M.G. Railway Colony, Sevashrama, Bengaluru",Subhash Nagar,95,1/1/2000,1534.835541,2599.333551
"0 3rd Cross Road, 4N Block, Ramchandrapuram, Srirampura, Bengaluru",Okalipuram,96,1/1/2000,1494.812338,2509.04971
"22/A, West Of Chord Road, 3rd Stage, Basaveshwar Nagar, Bengaluru",Basaveshwara Nagar,100,1/1/2000,1651.95312,2714.826137
"0 4th Main Road, KHB Colony, Basaveshwar Nagar, Bengaluru",Kamakshipalya,101,1/1/2000,1600.286055,2579.252717
"Umamaheshwara Niwas, Bovi Colony, Basaveshwar Nagar, Bengaluru",Shivanagara,107,1/1/2000,1585.888339,2687.973748
"0 6th Cross Road, 4th M Block, Manjunath Nagar, Rajaji Nagar, Bengaluru",Sriramamandir,108,1/1/2000,1543.934546,2590.290131
"1400 6th Cross Road, Bashyam Nagar, Dayananda Nagar, Rajaji Nagar, Bengaluru",Dayananda Nagar,97,1/1/2000,1376.625475,2402.014415
"G/10, Mariappanapalya, Rajaji Nagar, Bengaluru",Prakash Nagar,98,1/1/2000,1536.643535,2637.126915
"0 12th Main Road, 2nd Block, Basaveshwar Nagar, Bengaluru",Rajaji Nagar,99,1/1/2000,1611.422288,2747.470709
"400 13th Cross Road, Govindaraja Nagar Ward, Cauvery Nagar, Vijaya Nagar, Bengaluru",Kaveripura,103,1/1/2000,1735.153224,2840.133911
"1700 5th Main Road, Govindaraja Nagar Ward, Govindarajanagar, Vijaya Nagar, Bengaluru",Govindaraja Nagar,104,1/1/2000,1679.623155,2699.977372
"0 17th A Cross Road, Agrahara Dasarahalli, Rajaji Nagar, Bengaluru",Agrahara Dasarahalli,105,1/1/2000,1610.540546,2672.309462
"Colorado, Rajaji Nagar Industrial Town, Rajaji Nagar, Bengaluru",Dr. Raj Kumar Ward,106,1/1/2000,1533.089204,2535.842565
"0 16th Main Road, CHBS Layout, Stage 2, Vijaya Nagar, Bengaluru",Marenahalli,125,1/1/2000,1696.188539,2687.224097
"200 6th Cross Road, Govindaraja Nagar Ward, GKW Layout, Vijaya Nagar, Bengaluru",Maruthi Mandir ward,126,1/1/2000,1696.397851,2646.426145
"0 Manjunatha Talkies Road, Sanjivini Nagara, Govindarajanagar, Vijaya Nagar, Bengaluru",Mudalapalya,127,1/1/2000,1713.496442,2653.329055
"1600 14th Cross Road, Nagarbhavi 1st Stage, BDA Lay Out, Chandra Layout, Bengaluru",Nagarabhavi,128,1/1/2000,1777.492057,2895.669326
"0 Nayandahalli Main Road, Vinayaka Extension, Nayanda Halli, Bengaluru",Nayandahalli,131,1/1/2000,2119.696182,3439.882774
"0 5th Main Road, Kempapura Agrahara, Bengaluru",Kempapura Agrahara,122,1/1/2000,1383.935388,2248.781813
"1100 2nd Main Road, Hoshalli Extension, Stage 1, Vijaya Nagar, Bengaluru",Vijayanagar,123,1/1/2000,1579.215687,2569.630341
"2300 9th Cross Road, Hampi Nagar, Stage 1, Vijaya Nagar, Bengaluru",Hosahalli,124,1/1/2000,1627.079801,2662.841959
"0 2nd Cross Road, Basaveshawara HBCS Layout 2nd Stage, Chandra Layout, Attiguppe, Bengaluru",Attiguppe,132,1/1/2000,1646.004404,2600.303883
"400 4th Cross Road, Vijaya Nagar II Stage, Vijaya Nagar, Bengaluru",Hampi Nagar,133,1/1/2000,1726.947205,2798.807766
"0 F Street, New Guddadahalli, Bapuji Nagar, Bengaluru",Bapuji Nagar,134,1/1/2000,1564.162236,2614.704588
"0 4th Cross Road, Telecom Colony, Srinagar, Banashankari, Bengaluru",Gali Anjenaya Temple ward,157,1/1/2000,1781.626743,2824.260647
"300 Mysore Road, Muthachari Industrial Estate, Deepanjali Nagar, Bengaluru",Deepanjali Nagar,158,1/1/2000,2146.785992,3361.041118
"0 11th C Cross Road, Vinayaka Nagar, Padarayana Pura, Bengaluru",Padarayanapura,135,1/1/2000,1341.654967,2257.021975
"0 1st Main Road, Devaraj URS Nagar, Padarayana Pura, Bengaluru",Jagajivanaramnagar,136,1/1/2000,1557.023156,2541.464271
"0 Chowdappa Road, Cobaley Colony, Azad Nagar, Bengaluru",Rayapuram,137,1/1/2000,1517.031946,2490.262992
"100 5th Cross Road, Anjanappa Gardens, Cottonpete, Bengaluru",Chalavadipalya,138,1/1/2000,1417.087486,2454.892586
"0 2nd Main Road, New Tharagupet, Bengaluru",K R Market,139,1/1/2000,1390.048934,2386.211067
"100 7th Cross Road, Chamrajpet, Bengaluru",Chamrajapet,140,1/1/2000,1690.697695,2823.546103
"165, Vittal Nagar, Kasthuriba Nagar, Azad Nagar, Bengaluru",Azad Nagar,141,1/1/2000,1953.726687,2928.92106
"3rd Cross Road, Sampangi Rama Nagar, Bengaluru",Sudham Nagara,118,1/1/2000,1331.401766,2277.631212
"59, Kalasipalyam New Extension, Kalasipalya, Bengaluru",Dharmaraya Swamy Temple,119,1/1/2000,1173.440121,2051.120033
"Vaibhav Apartments, Gandhi Bazaar Main Road, Gandhi Bazaar, Basavanagudi, Bengaluru",Sunkenahalli,142,1/1/2000,1882.300732,3152.157317
"0 KP Ramaiya Road, Upparahalli, Mavalli, Bengaluru",Vishveshwara Puram,143,1/1/2000,1794.475595,3104.240089
"Raja Niwas, 7th Cross Road, Arekempanahalli, Mavalli, Bengaluru",Siddapura,144,1/1/2000,1989.548632,3253.76183
"0 16th Cross Road, Lakkasandra Extension, Wilson Garden, Bengaluru",Hombegowda Nagara,145,1/1/2000,1637.730522,2719.145164
"Nimhans Campus Road, RBI Extension, Hombegowda Nagar, Bengaluru",Jayanagar,153,1/1/2000,2172.79653,3573.277672
"Ueda Priya House, Tara Subba Rao Road, Gavipura, Kempegowda Nagar, Bengaluru",Hanumanth Nagar,155,1/1/2000,1819.159806,2973.950934
"12, Srinagar, Banashankari, Bengaluru",Srinagar,156,1/1/2000,1783.214962,2713.031688
"0 Subbarama Chetty Road, NR Colony, Basavanagudi, Bengaluru",Basavanagudi,154,1/1/2000,1810.784301,2984.43413
"Mandhara Niwas, 1st phase Girinagar, Banashankari Stage I, Banashankari, Bengaluru",Girinagar,162,1/1/2000,2070.698615,3184.000311
"0 1st Cross Road, 4th Block, Banashankari 3rd Stage, Banashankari, Bengaluru",Katriguppe,163,1/1/2000,1749.605111,2736.255936
"6th Cross Road, Ashok Nagar, Banashankari Stage I, Banashankari, Bengaluru",Vidyapeeta ward,164,1/1/2000,1732.790768,2734.179757
"Sushma Nilayam, 6th Main Road, Hrushikesh Nagar, Dattatreya Nagar, Hosakerehalli, Bengaluru",Hosakerehalli,161,1/1/2000,2333.511945,3626.171461
"BDA Shopping Complex, 24th Cross Road, Siddanna Layout, Banashankari Stage II, Banashankari, Bengaluru",Ganesh Mandir ward,165,1/1/2000,1859.319105,2883.971341
"300 6th Cross Road, 1st Block, 7th Block, Jayanagar, Bengaluru",Karisandra,166,1/1/2000,1996.419862,3171.979186
"30/2, Sakamma Garden, Jayanagar, Bengaluru",Yediyur,167,1/1/2000,1902.984303,3113.526084
"200 4th Cross Road, Umarbagh Layout, Banashankari, Bengaluru",Banashankari Temple ward,180,1/1/2000,1834.245408,2834.263636
"1700 Vyasaraya Ballal Road, Kumaraswamy Layout I Stage, Bengaluru",Kumaraswamy Layout,181,1/1/2000,1900.908206,2965.096697
"100 2nd Main Road, Rajathadri Kalayana Mantappa, Padmanabhanagar, Bengaluru",Padmanabha Nagar,182,1/1/2000,1930.212489,3027.101921
"0 9th Cross Road, Rangadasapp Layout, Pukhraj Layout, Adugodi, Ad",Lakkasandra,146,1/1/2000,1997.921969,3213.827397
"900 Adugodi Main Road, Audugodi Police Quarters, Adugodi, Bengaluru",Adugodi,147,1/1/2000,2198.408336,3426.98585
"26, Gowda Muniswamy Garden, Ejipura, Bengaluru",Ejipura,148,1/1/2000,1930.885629,3022.27197
"Prem Complex, Koramangala 3 Block, Koramangala, Bengaluru",Koramangala,151,1/1/2000,2385.157247,3710.524765
"0 3rd Main Road, Bharathi Layout, Venkateshwara Layout, Suddagunte Palya, Bengaluru",Suddagunte Palya,152,1/1/2000,1948.943081,3120.142815
"0 34th Main Road, 1st Phase, JP Nagar, Bengaluru",Sarakki,178,1/1/2000,1959.626188,3020.070131
"0 8th Cross Road, Teacher's Colony, Jakkasandra, 1st Block Koramangala, HSR Layout 5th Sector, Bengaluru",Jakkasandra,173,1/1/2000,2394.799498,3607.623124
"1100 16th Main Road, MCHS Colony, Stage 2, BTM 2nd Stage, Bengaluru",BTM Layout,176,1/1/2000,2098.072283,3217.121036
"Raghva Niwas, 38th Cross Road, 4th T Block East, Pattabhirama Nagar, Jayanagar, Bengaluru",Pattabhiram Nagar,168,1/1/2000,2050.589906,3306.336329
"100 16 A Main Road, Canara Bank Colony, Jayanagar 3rd Block East, Jayanagar, Bengaluru",Byrasandra,169,1/1/2000,2094.07074,3366.791651
"725-44, TMC Layout, 1st Phase, JP Nagar, Bengaluru",Shakambari Nagar,179,1/1/2000,2034.970566,3242.631457
"State Highway 35, Devasthanagalu, Gunjur Village, Bengaluru",Varthuru,149,1/1/2000,2620.409196,4412.47901
"Bellandur - Doddakannelli Road, Adarsh Palm Retreat, Bellandur, Bengaluru",Bellanduru,150,1/1/2000,2432.540855,4188.154853
"300 5B Road, Shivaji Nagar, Basavanna Nagar, Whitefield, Bengaluru",Garudachar Playa,82,1/1/2000,1752.140839,2996.728806
"Patalamma Layout, V S Reddy Colony, Kadugodi, Bengaluru",Kadugodi,83,1/1/2000,2053.060422,3612.675071
"M4, Phase 1, Whitefield, Bengaluru",Hagadur,84,1/1/2000,2419.649452,4092.397131
"Shriram Spurthi, Road, Sri Nivasa Reddy Layout, AECS Layout, Brookefield, Bengaluru",Dodda Nekkundi,85,1/1/2000,1878.00896,3192.185105
"2200 15th B Cross Road, Vanganahalli, 1st Sector, HSR Layout, Bengaluru",HSR Layout,174,1/1/2000,2164.028879,3593.966741
"200 4th A Main Road, Roopena Agrahara, Bommanahalli, Bengaluru",Bommanahalli,175,1/1/2000,1965.709129,2981.247242
"Raj Kumar Statue Road, Jarganahalli, JP Nagar Phase 6, JP Nagar, Bengaluru",Jaraganahalli,186,1/1/2000,2129.901737,3274.118306
"0 5th Cross Road, 5th Phase, T Muniyappa Layout, Sahyadri Layout, Bengaluru",Puttenahalli,187,1/1/2000,2318.501762,3612.914206
"100 Devarachikkanahalli Road, Shanbogh Naggappa Layout, Vijaya Bank Layout, Bilekahalli, Bengaluru",Bilekhalli,188,1/1/2000,2224.204013,3348.531806
"0 2nd Cross Road, Hongasandra, Bengaluru",Hongasandra,189,1/1/2000,2057.166164,3103.985535
"100 11th Main Road, Hosapalaya, Muneshwara Nagar, Bengaluru",Mangammanapalya,190,1/1/2000,2027.254233,3206.466855
"Unnamed Road, Sai Meadows, Parappana Agrahara, Bengaluru",Singasandra,191,1/1/2000,1933.038972,3199.052613
"100 Hulimavu Lake Road, Krishna Layout, Hulimavu, Bengaluru",Arakere,193,1/1/2000,2049.12602,3211.886138
"4th Cross Road, Jayanagar housing society layout, Subramanyapura, Bengaluru",Uttarahalli,184,1/1/2000,2112.575486,3554.922696
"300 9th Cross Road, Prathiba Industrial Estate, Kumaraswamy Layout, Bengaluru",Yelchenahalli,185,1/1/2000,1914.929191,2979.249841
"469/2, Begur, Bengaluru",Begur,192,1/1/2000,2125.01985,3445.664475
"1st G Cross, Royal Lake Front Phase1 and 2, Gottigere, Bengaluru",Gottigere,194,1/1/2000,2221.364682,3552.096807
"0 1st Main Road, Sheryas Colony, 8th Phase, JP Nagar, Bengaluru",Konankunte,195,1/1/2000,2196.886088,3424.36844
"Anjanapura 80 Feet Road, Anjanapura Village, Anjanapura Township, Bengaluru",Anjanapura,196,1/1/2000,2058.325204,3410.283534
"NITTE Meenakshi College Road, BSF Campus, Yelahanka, Bengaluru",Kempegowda Ward,1,1/1/2000,2201.071506,3752.211253
"0 Kithaganur Main Road, Thambu Chetty Palya, Battarahalli, Bengaluru",K R Puram,52,1/1/2000,2242.418424,3584.596315
"300 8th A Cross Road, Health Layout, Chandrashekhara Layout, Annapurneshwari Nagar, Bengaluru",Jnana Bharathi ward,129,1/1/2000,2044.152277,3440.281799
"400 East End Main Road, Corporation Colony, Jayanagara 9th Block, Jayanagar, Bengaluru",Jayanagar East,170,1/1/2000,1728.683826,2748.28017
"0 F Cross Road, Krishnappa Garden, 1st Stage, BTM Layout, Bengaluru",Gurappanapalya,171,1/1/2000,1616.086607,2520.692745
"500 1st Main Road, Bhuvaneshwari Nagar, Banashankari, Bengaluru",Chikkalsandra,183,1/1/2000,1903.532047,2963.802676
"0 1st Main Road, Kuvempu Nagar, Konanakunte, Bengaluru",Vasanthpura,197,1/1/2000,2037.306707,3253.444857
"100 4th Cross Road, 3rd Phase, JP Nagar, Bengaluru",J P Nagar,177,1/1/2000,2068.83262,3209.892711
"0 1st B Cross Road, Cashier Layout, 1st Stage, BTM Layout, Bengaluru",Madivala,172,1/1/2000,1705.462233,2620.617927
"Kalkere-Agara Main Road, Horamavu Agara, Kalkere, Bengaluru",Ramamurthy Nagar,26,1/1/2000,2395.243543,3875.141333
"0 Horamavu Agara Main Road, 1st Block, Mallappa Layout, Prakruthi Township, Bengaluru",Horamavu,25,1/1/2000,2376.207478,3815.490707
"0 3rd Cross Road, Manjunatha Layout, Marathahalli Village, Marathahalli, Bengaluru",Marathahalli,86,1/1/2000,2746.882931,4324.701962
"BGS Road, Kodipalya, Bengaluru",Hemmigepura,198,1/1/2000,2422.848885,4219.066177
"Unnamed Road, Bengaluru",Chowdeswari Ward,2,4/1/2000,2764.62577,4180.303536
"9th Cross Bhel Layout, Adityanagar, Vidyaranyapura, Bengaluru",Atturu,3,4/1/2000,2650.225121,3954.976928
"15th A Cross Road, Yelahanka Satellite Town, Yelahanka, Bengaluru",Yelahanka Satellite Town,4,4/1/2000,2983.911605,4381.939981
"SP Naidu Layout 4th Cross Street, SP Naidu Layout, Dooravani Nagar, Bengaluru",Vijnanapura,51,4/1/2000,2076.643515,3159.917779
"Medahalli Kadugodi Road, Bharathi Nagar, Krishnarajapura, Bengaluru",Basavanapura,53,4/1/2000,2240.204169,3411.011963
"0 Kodigehalli Main Road, Kodigehalli, Krishnarajapura, Bengaluru",Hudi,54,4/1/2000,2583.772269,3931.943215
"Justice Bheemiah Layout 1st Main Road, Roshan Nagar, Krishnarajapura, Bengaluru",Devasandra,55,4/1/2000,2438.606214,3792.678034
"100 2nd Cross Road, A Narayanapura, Mottappa Compound, Udaya Nagar, Mahadevapura, Bengaluru",A Narayanapura,56,4/1/2000,2080.122224,3227.758212
"Ranganatha Layout, Ranganatha Layout, Mahadevapura, Bengaluru",Vijnana Nagar,81,4/1/2000,2353.330939,3544.411089
"HAL Old Airport Road, HAL Airport Area, HAL, Bengaluru",HAL Airport,87,4/1/2000,2434.162483,3674.778765
"Vidyaranyapura Road, Bengaluru",Dodda Bommasandra,10,4/1/2000,2987.70483,4439.972766
"5th Main Singapura Layout, Bengaluru",Kuvempu Nagar,11,4/1/2000,3034.362473,4590.573532
"0 8th Cross Road, Yelahanka, Bengaluru",Jakkuru,5,4/1/2000,2810.352693,4044.866095
"Manyata Tech Park Road, Manyata Residency, Manayata Tech Park, Thanisandra, Bengaluru",Thanisandra,6,4/1/2000,2888.015478,4145.727315
"0 Amruthahalli Main Road, Talacauvery Layout, Sharada Nagar, Sneha Nagar, Byatarayanapura, Bengaluru",Byatarayanapura,7,4/1/2000,3146.281335,4548.340836
"Gulmohar Residency, 6th A Cross Road, Bhadrappa Layout, Koti Hosahalli, Bengaluru",Kodigehalli,8,4/1/2000,2975.150774,4325.058663
"GKVK Road, Vignana Kendra, Bengaluru",Vidyaranyapura,9,4/1/2000,2836.231897,4259.637994
"1188, Sir M Vishweshwaraiah Layout 6th Block, Vishveshwaraya Nagar, Bengaluru",Ullalu,130,4/1/2000,2827.89842,4283.553725
"3rd Cross Road, Stage II, Kengeri Satellite Town, Bengaluru",Kengeri,159,4/1/2000,2841.940776,4336.019493
"0 Thigalarapalya Main Road, Peenya 2nd Stage, Vaddarapalya, Ragavendra Industrial Estate, Karihobanahalli",Dodda Bidarakallu,40,4/1/2000,2693.28189,3968.851771
"Magadi Main Road, BEL Layout, 1st Stage, Bharat Nagar, Bengaluru",Herohalli,72,4/1/2000,2776.62847,4094.889545
"Tata Aquila Heights, HMT Estate, Jalahalli, Bengaluru",Jalahalli,16,4/1/2000,3039.799163,4619.460227
