DISPLAY_NA,WARD_NAME,WARD_NO,date,mean
"Raghva Niwas, 38th Cross Road, 4th T Block East, Pattabhirama Nagar, Jayanagar, Bengaluru",Pattabhiram Nagar,168,01/01/16,16.68303872
"100 16 A Main Road, Canara Bank Colony, Jayanagar 3rd Block East, Jayanagar, Bengaluru",Byrasandra,169,01/01/16,17.71160429
"725-44, TMC Layout, 1st Phase, JP Nagar, Bengaluru",Shakambari Nagar,179,01/01/16,17.04044449
"State Highway 35, Devasthanagalu, Gunjur Village, Bengaluru",Varthuru,149,01/01/16,2.195425442
"Bellandur - Doddakannelli Road, Adarsh Palm Retreat, Bellandur, Bengaluru",Bellanduru,150,01/01/16,3.669654923
"300 5B Road, Shivaji Nagar, Basavanna Nagar, Whitefield, Bengaluru",Garudachar Playa,82,01/01/16,4.723486827
"Patalamma Layout, V S Reddy Colony, Kadugodi, Bengaluru",Kadugodi,83,01/01/16,4.972386885
"M4, Phase 1, Whitefield, Bengaluru",Hagadur,84,01/01/16,3.278640579
"Shriram Spurthi, Road, Sri Nivasa Reddy Layout, AECS Layout, Brookefield, Bengaluru",Dodda Nekkundi,85,01/01/16,5.27517025
"2200 15th B Cross Road, Vanganahalli, 1st Sector, HSR Layout, Bengaluru",HSR Layout,174,01/01/16,9.571109457
"200 4th A Main Road, Roopena Agrahara, Bommanahalli, Bengaluru",Bommanahalli,175,01/01/16,13.07983924
"Raj Kumar Statue Road, Jarganahalli, JP Nagar Phase 6, JP Nagar, Bengaluru",Jaraganahalli,186,01/01/16,12.72333078
"0 5th Cross Road, 5th Phase, T Muniyappa Layout, Sahyadri Layout, Bengaluru",Puttenahalli,187,01/01/16,10.45018724
"100 Devarachikkanahalli Road, Shanbogh Naggappa Layout, Vijaya Bank Layout, Bilekahalli, Bengaluru",Bilekhalli,188,01/01/16,9.612941081
"0 2nd Cross Road, Hongasandra, Bengaluru",Hongasandra,189,01/01/16,11.25674172
"100 11th Main Road, Hosapalaya, Muneshwara Nagar, Bengaluru",Mangammanapalya,190,01/01/16,14.85027339
"Unnamed Road, Sai Meadows, Parappana Agrahara, Bengaluru",Singasandra,191,01/01/16,16.70436647
"100 Hulimavu Lake Road, Krishna Layout, Hulimavu, Bengaluru",Arakere,193,01/01/16,9.648940816
"4th Cross Road, Jayanagar housing society layout, Subramanyapura, Bengaluru",Uttarahalli,184,01/01/16,4.785043469
"300 9th Cross Road, Prathiba Industrial Estate, Kumaraswamy Layout, Bengaluru",Yelchenahalli,185,01/01/16,12.65749925
"469/2, Begur, Bengaluru",Begur,192,01/01/16,4.610044832
"1st G Cross, Royal Lake Front Phase1 and 2, Gottigere, Bengaluru",Gottigere,194,01/01/16,4.750553905
"0 1st Main Road, Sheryas Colony, 8th Phase, JP Nagar, Bengaluru",Konankunte,195,01/01/16,11.0414828
"Anjanapura 80 Feet Road, Anjanapura Village, Anjanapura Township, Bengaluru",Anjanapura,196,01/01/16,3.403080121
"NITTE Meenakshi College Road, BSF Campus, Yelahanka, Bengaluru",Kempegowda Ward,1,01/01/16,100.8834079
"0 Kithaganur Main Road, Thambu Chetty Palya, Battarahalli, Bengaluru",K R Puram,52,01/01/16,4.509267386
"300 8th A Cross Road, Health Layout, Chandrashekhara Layout, Annapurneshwari Nagar, Bengaluru",Jnana Bharathi ward,129,01/01/16,117.1659988
"400 East End Main Road, Corporation Colony, Jayanagara 9th Block, Jayanagar, Bengaluru",Jayanagar East,170,01/01/16,16.65806539
"0 F Cross Road, Krishnappa Garden, 1st Stage, BTM Layout, Bengaluru",Gurappanapalya,171,01/01/16,18.41108109
"500 1st Main Road, Bhuvaneshwari Nagar, Banashankari, Bengaluru",Chikkalsandra,183,01/01/16,15.51178297
"0 1st Main Road, Kuvempu Nagar, Konanakunte, Bengaluru",Vasanthpura,197,01/01/16,7.750525048
"100 4th Cross Road, 3rd Phase, JP Nagar, Bengaluru",J P Nagar,177,01/01/16,17.72298968
"0 1st B Cross Road, Cashier Layout, 1st Stage, BTM Layout, Bengaluru",Madivala,172,01/01/16,17.52341557
"Kalkere-Agara Main Road, Horamavu Agara, Kalkere, Bengaluru",Ramamurthy Nagar,26,01/01/16,4.306736367
"0 Horamavu Agara Main Road, 1st Block, Mallappa Layout, Prakruthi Township, Bengaluru",Horamavu,25,01/01/16,6.049276486
"0 3rd Cross Road, Manjunatha Layout, Marathahalli Village, Marathahalli, Bengaluru",Marathahalli,86,01/01/16,4.511384272
"BGS Road, Kodipalya, Bengaluru",Hemmigepura,198,01/01/16,3.735294359
"Unnamed Road, Bengaluru",Chowdeswari Ward,2,01/01/16,117.6459649
"9th Cross Bhel Layout, Adityanagar, Vidyaranyapura, Bengaluru",Atturu,3,01/01/16,140.8748022
"15th A Cross Road, Yelahanka Satellite Town, Yelahanka, Bengaluru",Yelahanka Satellite Town,4,01/01/16,193.5505898
"SP Naidu Layout 4th Cross Street, SP Naidu Layout, Dooravani Nagar, Bengaluru",Vijnanapura,51,01/01/16,9.157533896
"Medahalli Kadugodi Road, Bharathi Nagar, Krishnarajapura, Bengaluru",Basavanapura,53,01/01/16,4.148876381
"0 Kodigehalli Main Road, Kodigehalli, Krishnarajapura, Bengaluru",Hudi,54,01/01/16,3.058243018
"Justice Bheemiah Layout 1st Main Road, Roshan Nagar, Krishnarajapura, Bengaluru",Devasandra,55,01/01/16,6.934157309
"100 2nd Cross Road, A Narayanapura, Mottappa Compound, Udaya Nagar, Mahadevapura, Bengaluru",A Narayanapura,56,01/01/16,8.813643266
"Ranganatha Layout, Ranganatha Layout, Mahadevapura, Bengaluru",Vijnana Nagar,81,01/01/16,5.0745295
"HAL Old Airport Road, HAL Airport Area, HAL, Bengaluru",HAL Airport,87,01/01/16,5.034266994
"Vidyaranyapura Road, Bengaluru",Dodda Bommasandra,10,01/01/16,178.8616125
"5th Main Singapura Layout, Bengaluru",Kuvempu Nagar,11,01/01/16,106.6606843
"0 8th Cross Road, Yelahanka, Bengaluru",Jakkuru,5,01/01/16,82.427825
"Manyata Tech Park Road, Manyata Residency, Manayata Tech Park, Thanisandra, Bengaluru",Thanisandra,6,01/01/16,48.97103914
"0 Amruthahalli Main Road, Talacauvery Layout, Sharada Nagar, Sneha Nagar, Byatarayanapura, Bengaluru",Byatarayanapura,7,01/01/16,176.6937665
"Gulmohar Residency, 6th A Cross Road, Bhadrappa Layout, Koti Hosahalli, Bengaluru",Kodigehalli,8,01/01/16,237.116329
"GKVK Road, Vignana Kendra, Bengaluru",Vidyaranyapura,9,01/01/16,137.2830308
"1188, Sir M Vishweshwaraiah Layout 6th Block, Vishveshwaraya Nagar, Bengaluru",Ullalu,130,01/01/16,37.74982992
"3rd Cross Road, Stage II, Kengeri Satellite Town, Bengaluru",Kengeri,159,01/01/16,7.706789602
"0 Thigalarapalya Main Road, Peenya 2nd Stage, Vaddarapalya, Ragavendra Industrial Estate, Karihobanahalli",Dodda Bidarakallu,40,01/01/16,97.70999437
"Magadi Main Road, BEL Layout, 1st Stage, Bharat Nagar, Bengaluru",Herohalli,72,01/01/16,119.6266815
"Tata Aquila Heights, HMT Estate, Jalahalli, Bengaluru",Jalahalli,16,01/01/16,170.6083782
"300 43rd Main Road, Jawaregowda Nagar, Javarandoddi, RR Nagar, Bengaluru",Rajarajeshwari Nagar,160,01/01/16,7.992340528
"0 7th D Main Road, Bandappa Garden, Mathikere, Bengaluru",J P Park,17,01/01/16,256.6454095
"0 4th Cross Road, H Gurumurthy ReddyColony, Yeshwanthpur, Bengaluru",Yeshwanthpura,37,01/01/16,375.0717396
"700 Ashwath Katte Road, Yeshwanthpur Suburb II Stage, Peenya, Peenya, Bengaluru",HMT Ward,38,01/01/16,283.5632132
"Ramanjaneya Temple Road, Jenakal Siddeswara Nagar, Nandini Layout, Bengaluru",Lakshmi Devi Nagar,42,01/01/16,335.3644358
"0 17th Main Road, Narasimhaswamy Nagar, Laggere, Bengaluru",Laggere,69,01/01/16,269.1796613
"Service Road, Papreddy Palya, 2nd Stage, Nagarbhavi, Bengaluru",Kottegepalya,73,01/01/16,221.4819408
"Kammagondana Halli Road, Srikrupa Layout, Abbigere, Abbigere, Bengaluru",Shettihalli,12,01/01/16,110.0850412
"3rd Main, Shetty Halli, Jalahalli West, Bengaluru",Mallasandra,13,01/01/16,205.899594
"Manjunath Nagar Main Road, Vijayalakshmi Layout, Manjunatha Nagar, Bagalakunte, Bengaluru",Bagalakunte,14,01/01/16,204.6689082
"0 1st Cross Road, Kalahasti Nagar, Prashanth Nagar, T. Dasarahalli, Bengaluru",T Dasarahalli,15,01/01/16,342.8776682
"Andrahalli Main Road, Vidya Nagar, Peenya, Bengaluru",Chokkasandra,39,01/01/16,257.924977
"400 12th Cross Road, Peenya Industrial Area Phase IV, Peenya, Bengaluru",Peenya Industrial Area,41,01/01/16,292.6677846
"2nd Main Road, Rajagopala Nagar, Peenya, Bengaluru",Rajagopal Nagar,70,01/01/16,216.5587326
"6th Cross Road, Lakshman Nagar, State Bank of India Colony, Bengaluru",Hegganahalli,71,01/01/16,309.3710923
"Sai Residency, Sannakki Bayalu, Vrishabha Nagar, Kamaksipalya, Bengaluru",Vrisabhavathi Nagar,102,01/01/16,361.1794682
"0 5th Cross Road, Panchadeep Colony, Nandini Layout, Bengaluru",Nandini Layout,43,01/01/16,359.0545596
"500 9th Cross, APMC Yard, Yeshwanthpur Industrial Suburb, Mahalakshmi Layout, Bengaluru",Marappana Palya,44,01/01/16,414.4576765
"Samartha Infosolutions, 3rd Main Road, West of Chord Road 2nd Stage, Nagapura, Bengaluru",Nagapura,67,01/01/16,397.6940978
"0 8th Cross Road, Satyanarayana Layout, Maruthi Nagar, Bengaluru",Mahalakshimpuram,68,01/01/16,434.1363198
"Olety Heritage, 15th Main Road, Maruthi Nagar, Basaweshwara Nagar, Bengaluru",Shakthi Ganapathi Nagar,74,01/01/16,367.4539633
"100 18th Main Road, JC Nagar, Kurubarahalli, Basaweshwara Nagar, Bengaluru",Shankar Matt,75,01/01/16,379.0012231
"94, RMV 2nd Stage, Ashwath Nagar, Armane Nagar, Bengaluru",Aramane Nagara,35,01/01/16,167.6621157
"500 MD Rajsikhar Road, Gokula Extension, Mathikere Extension, Mathikere, Bengaluru",Mattikere,36,01/01/16,380.2843647
"18, Malleshwaram West, Bengaluru",Malleswaram,45,01/01/16,341.7572893
"0 DB Street, M V Block, Guttahalli, Bengaluru",Rajamahal Guttahalli,64,01/01/16,329.1600364
"49, Malleshwaram West, Bengaluru",Kadu Malleshwar Ward,65,01/01/16,347.0856423
"2500 1st Main Road, E block, 2nd Stage, Rajaji Nagar, Bengaluru",Subramanya Nagar,66,01/01/16,440.3787235
"0 2nd Cross Road, Srirampura, Bengaluru",Gayithri Nagar,76,01/01/16,389.189682
"400 8th Cross Road, RMV 2nd Stage, Dollars Colony, R.M.V. 2nd Stage, Bengaluru",Radhakrishna Temple Ward,18,01/01/16,332.2821679
"0 6th B Cross Road, RMV, Stage 2, Sanjaynagar, Bengaluru",Sanjaya Nagar,19,01/01/16,296.48982
"Unnamed Road, Sanjaynagar, Bengaluru",Ganga Nagar,20,01/01/16,227.3609039
"Siroya Environ, Chola Nagar, Anandnagar, Hebbal, Bengaluru",Hebbala,21,01/01/16,361.3123594
"Bhuwana Siri Apartments, 10th A Cross Road, Kanaka Nagar, Hebbal, Bengaluru",Vishwanath Nagenahalli,22,01/01/16,360.401849
"557, Dinnur, Hebbal, Bengaluru",Manorayanapalya,33,01/01/16,368.446149
"Mandenda Nilayam, 5th Main Road, Ganga Nagar Extension, Ganga Nagar, Bengaluru",Gangenahalli,34,01/01/16,254.7723712
"300 14th Cross Road, 2nd Block, RT Nagar, Bengaluru",Jayachamarajendra Nagar,46,01/01/16,296.9118892
"400 Masjid Road, Kushal Nagar, Kadugondanahalli, Bengaluru",Kushal Nagar,31,01/01/16,362.5480946
"1085, Shampura, Kaval Bairasandra, Bengaluru",Kaval Bairasandra,32,01/01/16,364.8645713
"null4th Cross Road, Modi Garden, Kaval Bairasandra, Bengaluru",Devara Jeevanahalli,47,01/01/16,172.4302267
"100 3rd Cross Road, Dubai Layout, Amar layout, Kaval Bairasandra, Bengaluru",Muneshwara Nagar,48,01/01/16,376.0899034
"0 Davis Road, Sagayapura, Richards Town, Bengaluru",Sagayarapuram,60,01/01/16,361.844778
"Masjid e Taqwa, S K Garden, Wahid Garden, Benson Town, Bengaluru",S K Garden,61,01/01/16,146.1914158
"0 Coles Road, Cleveland Town, Pulikeshi Nagar, Bengaluru",Pulikeshinagar,78,01/01/16,337.8096221
"creative elegance, 2nd A Cross, Vyalikaval HBCS Layout, Nagavara, Bengaluru",Nagavara,23,01/01/16,323.5855946
"SRI NILAYAM #574, 15th Main Road, 5th Block, Telecom Layout, HBR Layout, Bengaluru",HBR Layout,24,01/01/17,262.9899614
"800 2nd Cross Road, HRBR Layout 1st Block, HRBR Layout, Kalyan Nagar, Bengaluru",Banasavadi,27,01/01/17,14.32748667
"MM Buildings, Kammanahalli Main Road, Ramaswamipalya, Lingarajapuram, Bengaluru",Kammanahalli,28,01/01/17,288.9250558
"300 3rd Cross Road, Indra Nagar, Kacharakanahalli, Bengaluru",Kacharkanahalli,29,01/01/17,333.3298026
"0 5th Cross Road, Vinobha Nagar, Kadugondanahalli, Bengaluru",Kadugondanahalli,30,01/01/17,422.991115
"0 Lokesh Tent Main Road, Lingarajapura Village, Lingarajapuram, Bengaluru",Lingarajapura,49,01/01/17,435.5671444
"Saijothi, 1st Cross Road, D Costa Layout, Cooke Town, Bengaluru",Maruthi Seva Nagar,59,01/01/17,273.6309224
"Oxford Spires, Rustum Bagh Main Road, Rustam Bagh Layout, Bengaluru",Konena Agrahara,113,01/01/17,7.647643661
"0 1st Cross Road, Sadanandanagar, Bennigana Halli, Bengaluru",Benniganahalli,50,01/01/17,4.811158575
"C6/10, C6/10, 1st Phase, C V Raman Nagar, Bengaluru",C V Raman Nagar,57,01/01/17,7.354546508
"Lalit Residency, 1st Cross Street, HAL 3rd Stage, Bhoomi Reddy Colony, New Tippasandra, Bengaluru",New Tippasandara,58,01/01/17,9.540077297
"Saint Johns Church Cemetry Road, Kalhalli, Ulsoor, Bengaluru",Sarvagna Nagar,79,01/01/17,139.9622591
"25/6, Indira Nagar 1st Stage, Stage 1, Indiranagar, Bengaluru",Hoysala Nagar,80,01/01/17,198.8508785
"Pavan Enclave, 16th B Main Road, HAL 2nd Stage, Kodihalli, Bengaluru",Jeevanbhima Nagar,88,01/01/17,9.66493946
"0 Doctor Ambedkar Veedhi, Ambedkar Veedhi, Sampangi Rama Nagar, Bengaluru",Sampangiram Nagar,110,01/01/17,306.3402246
"0 3rd Cross Road, Munimarappa Garden, J.C.Nagar, Bengaluru",Ramaswamy Palya,62,01/01/17,263.5259255
"1st Cross Road, Nandi Durga Road Extension, Jayamahal, Bengaluru",Jayamahal,63,01/01/17,344.0377154
"Kensington Road, Ulsoor, Bengaluru",Halsoor,90,01/01/17,336.1330602
"0 Fruit Street Road, 1st Block, Bharati Nagar, Shivaji Nagar, Bengaluru",Bharathi Nagar,91,01/01/17,403.0230439
"Barkat Manzil, Sulthangunta, Shivaji Nagar, Bengaluru",Shivaji Nagar,92,01/01/17,478.2960683
"0 Sankey Road, Abshot Layout, Vasanth Nagar, Bengaluru",Vasanth Nagar,93,01/01/17,280.747843
"0 Museum Road, Shanthala Nagar, Ashok Nagar, Bengaluru",Shantala Nagar,111,01/01/17,387.8299278
"0 12th Cross Road, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru",Domlur,112,01/01/17,282.7153403
"Intermediate Ring Road, Ejipura, Bengaluru",Agaram,114,01/01/17,111.04719
"100 Lower Agaram Road, Rose Garden, Vannarpet Layout, Viveka Nagar, Bengaluru",Vannarpet,115,01/01/17,295.4483114
"Rose Garden 7th A Cross, Rose Garden, Richard Xavier's colony, Neelasandra, Bengaluru",Nilasandra,116,01/01/17,123.8724339
"0 Hosur Road, Langford Town, Shanti Nagar, Bengaluru",Shanthi Nagar,117,01/01/17,249.8842641
"0 4th Main Road, Lingayana Palya, Jogupalya, Bengaluru",Jogupalya,89,01/01/17,333.477958
"0 DK Lane, Anchepet, Chickpet, Bengaluru",Chickpete,109,01/01/17,455.0723587
"200 12th Main Road, Keshava Nagar, Binnipete, Bengaluru",Cottonpete,120,01/01/17,428.7058264
"0 5th A Cross Road, Mariyappanapalya, Binnipete, Bengaluru",Binnipete,121,01/01/17,434.9621118
"U/65/1, Malleshwaram West, Bengaluru",Dattatreya Temple,77,01/01/17,378.8791378
"24, RK Puram, Gandhi Nagar, Bengaluru",Gandhinagar,94,01/01/17,395.0439335
"Bangalore City Junction Railway, M.G. Railway Colony, Sevashrama, Bengaluru",Subhash Nagar,95,01/01/17,410.0377762
"0 3rd Cross Road, 4N Block, Ramchandrapuram, Srirampura, Bengaluru",Okalipuram,96,01/01/17,428.9433349
"22/A, West Of Chord Road, 3rd Stage, Basaveshwar Nagar, Bengaluru",Basaveshwara Nagar,100,01/01/17,378.8260499
"0 4th Main Road, KHB Colony, Basaveshwar Nagar, Bengaluru",Kamakshipalya,101,01/01/17,457.9337492
"Umamaheshwara Niwas, Bovi Colony, Basaveshwar Nagar, Bengaluru",Shivanagara,107,01/01/17,326.1090221
"0 6th Cross Road, 4th M Block, Manjunath Nagar, Rajaji Nagar, Bengaluru",Sriramamandir,108,01/01/17,426.4128095
"1400 6th Cross Road, Bashyam Nagar, Dayananda Nagar, Rajaji Nagar, Bengaluru",Dayananda Nagar,97,01/01/17,366.4266971
"G/10, Mariappanapalya, Rajaji Nagar, Bengaluru",Prakash Nagar,98,01/01/17,338.1620584
"0 12th Main Road, 2nd Block, Basaveshwar Nagar, Bengaluru",Rajaji Nagar,99,01/01/17,321.3101265
"400 13th Cross Road, Govindaraja Nagar Ward, Cauvery Nagar, Vijaya Nagar, Bengaluru",Kaveripura,103,01/01/17,279.1007916
"1700 5th Main Road, Govindaraja Nagar Ward, Govindarajanagar, Vijaya Nagar, Bengaluru",Govindaraja Nagar,104,01/01/17,475.6841159
"0 17th A Cross Road, Agrahara Dasarahalli, Rajaji Nagar, Bengaluru",Agrahara Dasarahalli,105,01/01/17,479.0267211
"Colorado, Rajaji Nagar Industrial Town, Rajaji Nagar, Bengaluru",Dr. Raj Kumar Ward,106,01/01/17,376.2878172
"0 16th Main Road, CHBS Layout, Stage 2, Vijaya Nagar, Bengaluru",Marenahalli,125,01/01/17,361.344672
"200 6th Cross Road, Govindaraja Nagar Ward, GKW Layout, Vijaya Nagar, Bengaluru",Maruthi Mandir ward,126,01/01/17,288.5610498
"0 Manjunatha Talkies Road, Sanjivini Nagara, Govindarajanagar, Vijaya Nagar, Bengaluru",Mudalapalya,127,01/01/17,338.5241172
"1600 14th Cross Road, Nagarbhavi 1st Stage, BDA Lay Out, Chandra Layout, Bengaluru",Nagarabhavi,128,01/01/17,307.8159856
"0 Nayandahalli Main Road, Vinayaka Extension, Nayanda Halli, Bengaluru",Nayandahalli,131,01/01/17,44.96684675
"0 5th Main Road, Kempapura Agrahara, Bengaluru",Kempapura Agrahara,122,01/01/17,496.9885966
"1100 2nd Main Road, Hoshalli Extension, Stage 1, Vijaya Nagar, Bengaluru",Vijayanagar,123,01/01/17,384.2919391
"2300 9th Cross Road, Hampi Nagar, Stage 1, Vijaya Nagar, Bengaluru",Hosahalli,124,01/01/17,365.5362083
"0 2nd Cross Road, Basaveshawara HBCS Layout 2nd Stage, Chandra Layout, Attiguppe, Bengaluru",Attiguppe,132,01/01/17,286.3120784
"400 4th Cross Road, Vijaya Nagar II Stage, Vijaya Nagar, Bengaluru",Hampi Nagar,133,01/01/17,324.5457173
"0 F Street, New Guddadahalli, Bapuji Nagar, Bengaluru",Bapuji Nagar,134,01/01/17,334.44021
"0 4th Cross Road, Telecom Colony, Srinagar, Banashankari, Bengaluru",Gali Anjenaya Temple ward,157,01/01/17,313.9486239
"300 Mysore Road, Muthachari Industrial Estate, Deepanjali Nagar, Bengaluru",Deepanjali Nagar,158,01/01/17,114.7880705
"0 11th C Cross Road, Vinayaka Nagar, Padarayana Pura, Bengaluru",Padarayanapura,135,01/01/17,493.438419
"0 1st Main Road, Devaraj URS Nagar, Padarayana Pura, Bengaluru",Jagajivanaramnagar,136,01/01/17,440.6646804
"0 Chowdappa Road, Cobaley Colony, Azad Nagar, Bengaluru",Rayapuram,137,01/01/17,429.9876822
"100 5th Cross Road, Anjanappa Gardens, Cottonpete, Bengaluru",Chalavadipalya,138,01/01/17,505.1043924
"0 2nd Main Road, New Tharagupet, Bengaluru",K R Market,139,01/01/17,407.0247256
"100 7th Cross Road, Chamrajpet, Bengaluru",Chamrajapet,140,01/01/17,371.4784195
"165, Vittal Nagar, Kasthuriba Nagar, Azad Nagar, Bengaluru",Azad Nagar,141,01/01/17,450.7562008
"3rd Cross Road, Sampangi Rama Nagar, Bengaluru",Sudham Nagara,118,01/01/17,431.5208542
"59, Kalasipalyam New Extension, Kalasipalya, Bengaluru",Dharmaraya Swamy Temple,119,01/01/17,377.0483512
"Vaibhav Apartments, Gandhi Bazaar Main Road, Gandhi Bazaar, Basavanagudi, Bengaluru",Sunkenahalli,142,01/01/17,425.1423229
"0 KP Ramaiya Road, Upparahalli, Mavalli, Bengaluru",Vishveshwara Puram,143,01/01/17,267.8000203
"Raja Niwas, 7th Cross Road, Arekempanahalli, Mavalli, Bengaluru",Siddapura,144,01/01/17,209.2395672
"0 16th Cross Road, Lakkasandra Extension, Wilson Garden, Bengaluru",Hombegowda Nagara,145,01/01/17,149.3366632
"Nimhans Campus Road, RBI Extension, Hombegowda Nagar, Bengaluru",Jayanagar,153,01/01/17,164.6158998
"Ueda Priya House, Tara Subba Rao Road, Gavipura, Kempegowda Nagar, Bengaluru",Hanumanth Nagar,155,01/01/17,334.3877653
"12, Srinagar, Banashankari, Bengaluru",Srinagar,156,01/01/17,397.5841335
"0 Subbarama Chetty Road, NR Colony, Basavanagudi, Bengaluru",Basavanagudi,154,01/01/17,377.314971
"Mandhara Niwas, 1st phase Girinagar, Banashankari Stage I, Banashankari, Bengaluru",Girinagar,162,01/01/17,199.8792368
"0 1st Cross Road, 4th Block, Banashankari 3rd Stage, Banashankari, Bengaluru",Katriguppe,163,01/01/17,107.3883834
"6th Cross Road, Ashok Nagar, Banashankari Stage I, Banashankari, Bengaluru",Vidyapeeta ward,164,01/01/17,216.7461013
"Sushma Nilayam, 6th Main Road, Hrushikesh Nagar, Dattatreya Nagar, Hosakerehalli, Bengaluru",Hosakerehalli,161,01/01/17,13.11411929
"BDA Shopping Complex, 24th Cross Road, Siddanna Layout, Banashankari Stage II, Banashankari, Bengaluru",Ganesh Mandir ward,165,01/01/17,18.8632348
"300 6th Cross Road, 1st Block, 7th Block, Jayanagar, Bengaluru",Karisandra,166,01/01/17,18.47021851
"30/2, Sakamma Garden, Jayanagar, Bengaluru",Yediyur,167,01/01/17,130.5959723
"200 4th Cross Road, Umarbagh Layout, Banashankari, Bengaluru",Banashankari Temple ward,180,01/01/17,13.85372837
"1700 Vyasaraya Ballal Road, Kumaraswamy Layout I Stage, Bengaluru",Kumaraswamy Layout,181,01/01/17,14.40105602
"100 2nd Main Road, Rajathadri Kalayana Mantappa, Padmanabhanagar, Bengaluru",Padmanabha Nagar,182,01/01/17,16.07078904
"0 9th Cross Road, Rangadasapp Layout, Pukhraj Layout, Adugodi, Ad",Lakkasandra,146,01/01/17,17.27575353
"900 Adugodi Main Road, Audugodi Police Quarters, Adugodi, Bengaluru",Adugodi,147,01/01/17,7.800416705
"26, Gowda Muniswamy Garden, Ejipura, Bengaluru",Ejipura,148,01/01/17,101.958848
"Prem Complex, Koramangala 3 Block, Koramangala, Bengaluru",Koramangala,151,01/01/17,14.0678764
"0 3rd Main Road, Bharathi Layout, Venkateshwara Layout, Suddagunte Palya, Bengaluru",Suddagunte Palya,152,01/01/17,17.43818683
"0 34th Main Road, 1st Phase, JP Nagar, Bengaluru",Sarakki,178,01/01/17,19.23317617
"0 8th Cross Road, Teacher's Colony, Jakkasandra, 1st Block Koramangala, HSR Layout 5th Sector, Bengaluru",Jakkasandra,173,01/01/17,9.862577746
"1100 16th Main Road, MCHS Colony, Stage 2, BTM 2nd Stage, Bengaluru",BTM Layout,176,01/01/17,15.50853442
"Raghva Niwas, 38th Cross Road, 4th T Block East, Pattabhirama Nagar, Jayanagar, Bengaluru",Pattabhiram Nagar,168,01/01/17,17.47635149
"100 16 A Main Road, Canara Bank Colony, Jayanagar 3rd Block East, Jayanagar, Bengaluru",Byrasandra,169,01/01/17,19.49321115
"725-44, TMC Layout, 1st Phase, JP Nagar, Bengaluru",Shakambari Nagar,179,01/01/17,18.72307001
"State Highway 35, Devasthanagalu, Gunjur Village, Bengaluru",Varthuru,149,01/01/17,2.382232401
"Bellandur - Doddakannelli Road, Adarsh Palm Retreat, Bellandur, Bengaluru",Bellanduru,150,01/01/17,3.703671879
"300 5B Road, Shivaji Nagar, Basavanna Nagar, Whitefield, Bengaluru",Garudachar Playa,82,01/01/17,4.84163137
"Patalamma Layout, V S Reddy Colony, Kadugodi, Bengaluru",Kadugodi,83,01/01/17,4.635303753
"M4, Phase 1, Whitefield, Bengaluru",Hagadur,84,01/01/17,3.260964044
"Shriram Spurthi, Road, Sri Nivasa Reddy Layout, AECS Layout, Brookefield, Bengaluru",Dodda Nekkundi,85,01/01/17,5.446926123
"2200 15th B Cross Road, Vanganahalli, 1st Sector, HSR Layout, Bengaluru",HSR Layout,174,01/01/17,9.659506045
"200 4th A Main Road, Roopena Agrahara, Bommanahalli, Bengaluru",Bommanahalli,175,01/01/17,14.11319521
"Raj Kumar Statue Road, Jarganahalli, JP Nagar Phase 6, JP Nagar, Bengaluru",Jaraganahalli,186,01/01/17,13.49933052
"0 5th Cross Road, 5th Phase, T Muniyappa Layout, Sahyadri Layout, Bengaluru",Puttenahalli,187,01/01/17,10.57134053
"100 Devarachikkanahalli Road, Shanbogh Naggappa Layout, Vijaya Bank Layout, Bilekahalli, Bengaluru",Bilekhalli,188,01/01/17,9.422700442
"0 2nd Cross Road, Hongasandra, Bengaluru",Hongasandra,189,01/01/17,12.54098233
"100 11th Main Road, Hosapalaya, Muneshwara Nagar, Bengaluru",Mangammanapalya,190,01/01/17,15.70770322
"Unnamed Road, Sai Meadows, Parappana Agrahara, Bengaluru",Singasandra,191,01/01/17,16.26789518
"100 Hulimavu Lake Road, Krishna Layout, Hulimavu, Bengaluru",Arakere,193,01/01/17,9.689662692
"4th Cross Road, Jayanagar housing society layout, Subramanyapura, Bengaluru",Uttarahalli,184,01/01/17,4.782078811
"300 9th Cross Road, Prathiba Industrial Estate, Kumaraswamy Layout, Bengaluru",Yelchenahalli,185,01/01/17,13.94695997
"469/2, Begur, Bengaluru",Begur,192,01/01/17,4.409482783
"1st G Cross, Royal Lake Front Phase1 and 2, Gottigere, Bengaluru",Gottigere,194,01/01/17,4.450357791
"0 1st Main Road, Sheryas Colony, 8th Phase, JP Nagar, Bengaluru",Konankunte,195,01/01/17,11.29991644
"Anjanapura 80 Feet Road, Anjanapura Village, Anjanapura Township, Bengaluru",Anjanapura,196,01/01/17,3.297488903
"NITTE Meenakshi College Road, BSF Campus, Yelahanka, Bengaluru",Kempegowda Ward,1,01/01/17,99.91422135
"0 Kithaganur Main Road, Thambu Chetty Palya, Battarahalli, Bengaluru",K R Puram,52,01/01/17,4.369903954
"300 8th A Cross Road, Health Layout, Chandrashekhara Layout, Annapurneshwari Nagar, Bengaluru",Jnana Bharathi ward,129,01/01/17,118.7149774
"400 East End Main Road, Corporation Colony, Jayanagara 9th Block, Jayanagar, Bengaluru",Jayanagar East,170,01/01/17,16.09167416
